,FECHA_DOC,CANT,DESCR
318,2022-03-16,2,"TUE ""J"" INOX Ø 5/16 X 33 CM 5000 W 240 V"
319,2022-03-16,5,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
320,2022-03-16,1,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
321,2022-03-16,2,"TUB INOX 5/16""ØX56CM 5KW240V M ESP/CABLE"
322,2022-03-16,5,BP S/BLINDAJE 94MMX102MM 250W120V 25CM C
323,2022-03-16,2,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V"
324,2022-03-16,6,"TUB INOX 1/4""ØX29CM 160W127V RECTA/PLACA"
325,2022-03-16,1,BAN M/LUNA 208MMØX108MM 530W120V C/CINTU
326,2022-03-16,20,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS"
327,2022-03-16,2,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz"""
328,2022-03-17,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT
329,2022-03-17,2,"TUB INOX 5/16""ØX46CM 3000W240V 11/4""NPT"
330,2022-03-17,2,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
331,2022-03-17,1,"TUB COBRE 7/16""ØX495MM U 3000W127V PLAC"
332,2022-03-18,1,BAN M/LUNA 123MMØX107MM 600W 230V ESPECI
333,2022-03-18,2,BAN M/LUNA 208MMØX143MM 600W110V T/TOR
334,2022-03-18,6,"BOB DSD CAL.10 3/4""ØX1085MM 4000W127V"
335,2022-03-18,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
336,2022-03-18,1,"TUB INOX 7/16""ØX42CM 3000W240V ""M"" BUS"
337,2022-03-18,1,"TUB INOX 7/16""ØX42CM 3000W240V ""M"" BUS"
338,2022-03-18,1,"TUB INOX 5/16""ØX38CM 3000W240V ""U"" TAP"
339,2022-03-18,1,"TUB INOX 5/16""ØX38CM 3000W240V ""U"" TAP"
340,2022-03-22,4,BAND P INOX 175MMx90MM 300W 110V TORNILL
341,2022-03-22,1,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
342,2022-03-22,2,"PT-100 1/4""ØX12"" EXT1MT TEFLON 2 HILOS"
343,2022-03-22,6,"BAN P INOX 11/2""X17"" 800W240V ESP-1/4"""
344,2022-03-22,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
345,2022-03-22,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
346,2022-03-22,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
347,2022-03-23,1,REPARACION DE BATIDOR 16.6KW 440V
348,2022-03-23,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8"""
349,2022-03-23,2,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
350,2022-03-23,10,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT
351,2022-03-23,5,"TUB INOX 1/2""ØX1015MM 5KW 240V ""U"" ALETA"
352,2022-03-23,2,"CB 3/4 X41"" DE LARGO 1300W 220 V"
353,2022-03-23,1,"TER K 3/16""Øx7mm LONG EXT. 5 MTS T/PLICA"
354,2022-03-23,1,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM"
355,2022-03-23,1,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC"
356,2022-03-23,4,"TUB INOX. 5/16""Øx510mm CLIP 9KW 230V TAP"
357,2022-03-23,2,"TUB INOX 1/4""Øx150MM 900W 220V ESP/NAYLA"
358,2022-03-23,1,REPARACION DE HORNO 3500W220V
359,2022-03-23,3,"TUB ""U""7/16""ØX835mm EN BRIDA3""18KW440V."
360,2022-03-23,2,"P.CUARZO 19""LARGOx10"" ANCHO 5KW 480V"
361,2022-03-24,1,"TUB INOX 5/16""ØX120CM 1250W 127V T/TOR"
362,2022-03-24,4,"CAS INOX 1/2""ØX 2 1/2"" 400W220V EXT.30CM"
363,2022-03-24,4,"CAS INOX 1/2""ØX3"" 400W 240V EXT.30CM"
364,2022-03-24,3,TK 6MMØX80CM EXT.50CM DOBLEZ 90° 4 HILOS
365,2022-03-24,1,BAN M/L COMUN 137mmØx82mm 800W 220V
366,2022-03-24,1,"BAN P COMUN 1""X48"" 1000W 240V EXT.30CM"
367,2022-03-24,3,RES EN CINTA NICRO4.0X0.101-2.8OHMS LAMI
368,2022-03-25,6,BOE 45MMØX1360MM 3500W440V ROCHETA
369,2022-03-25,10,BOE 45MMØX900MM 3500W440V ROCHETA
370,2022-03-25,1,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT
371,2022-03-25,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT
372,2022-03-25,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
373,2022-03-28,2,BO ABIERTA ALAMBRE CAL. 6 40 KW 440 V
374,2022-03-28,25,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
375,2022-03-28,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
376,2022-03-28,2,"TEA K Ø3/4""X450MM NPT3/4"" CAB M STD"
377,2022-03-28,1,REPARACION DE TUBO DE CUARZO 500W127V
378,2022-03-28,3,"TERMOPAR ""K"" C/ELEMENTO CAL.8 X750 MM"
379,2022-03-28,8,"BAN COMUN  5""ØX6"" 1800W 240V  C/ALLEN"
380,2022-03-28,2,"BAN COMUN 5""ØX4"" 1500W 240V C/ALLEN"
381,2022-03-28,2,BAN COMUN 178MMØX71MM ANCHO 1300W 240V
382,2022-03-28,1,BAN COMUN 296MMØX71MM 2500W240V C/STD
383,2022-03-29,3,"BAN P INOX 11/2""x85"" LONG 2200W 220V 9BA"
384,2022-03-29,4,"BAN P INOX 1 1/2"" x50"" LONG 1200W 220V"
385,2022-03-29,2,"BAN P INOX 1 1/2""X12"" 240V W-MAX"
386,2022-03-29,2,"BAN P INOX 1 1/2""X14"" 240V W-MAX"
387,2022-03-29,2,"BAN P INOX 1 1/2""X16"" 240V W-MAX"
388,2022-03-29,2,"BAN P INOX 1 1/2""X18"" 240V W-MAX"
389,2022-03-29,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
390,2022-03-29,1,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
391,2022-03-29,1,"TUB INOX 5/16""ØX45CM 750W 120V ""U"" T/TOR"
392,2022-03-29,1,"TUB INOX 3/8""ØX120CM 2083W 220V ""U"" TORN"
393,2022-03-29,1,"TERMOPAR CERAMICO T/K"" LONG 18"" CAL 8"""
394,2022-03-29,18,"TUB INCOLOY 7/16""ØX305CM 2300W380V ESPEC"
395,2022-03-30,2,TUB INOX 8MMØX3650MM 1134W 230V RECTA
396,2022-03-30,1,"TUB INOX 5/16""ØX120MM 1200W220V ""J"" PLAC"
397,2022-03-30,3,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT"""
398,2022-03-30,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT
399,2022-03-30,1,"TUB COBRE 5/16""Øx145CM  1500W120V PLAC"
400,2022-03-30,1,"MAQUINADO DE PERNO 9/32""ØX20MM LATON"
401,2022-03-31,1,REPARACION DE CREPERA-FAB CAJA DE CONEXI
402,2022-03-31,1,REPARACION DE CREPERA
403,2022-03-31,60,BOBINA CAL.8 DSD C/TERMINALES EN INOX
404,2022-03-31,1,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
405,2022-03-31,12,"TUB INOX. ALETA 7/16""Øx693mm 2000W 440 B"
406,2022-03-31,12,"TUB INOX 5/16""Øx64CMS 700W220V."
407,2022-03-31,1,"TUB INOX 5/16""ØX25CM 1650W220V M ESP/BUS"
408,2022-03-31,6,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM"
409,2022-03-31,6,"CAS INOX 1/2""ØX4"" 500W 127V EXT30CM"
410,2022-03-31,25,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V"""
411,2022-03-31,1,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz"""
412,2022-03-31,10,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V"""
413,2022-03-31,3,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz"""
414,2022-03-31,18,TIRA INOX 38MMX1012MM 2000W 240V T/TIPOH
415,2022-03-31,2,"TUB INOX. 5/16""Øx330mm U 6KW 440V PLACA"
416,2022-03-31,4,"TUB INOX 1/4""ØX355MM 4500W230V ES PLA-NV"
417,2022-03-31,1,"TUB INOX 1/2""Øx68CM U 4000W 220V PLACA C"
418,2022-03-31,3,"TUB INOX 3/8""Øx810mm LONG RECTA 500W220V"
419,2022-03-31,1,GABINETE ELECTRICO DE 50X40X20 70KW 440V
420,2022-03-31,2,"TUB INOX 1/2""ØX147CM 35KW480V 2 1/2"" NPT"
421,2022-04-01,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT
422,2022-04-04,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
423,2022-04-04,1,"BAN P INOX 10 1/4""X4 1/2"" 350W127V 1-IZQ"
424,2022-04-04,1,"BAN P INOX 10 1/4""X4 1/2"" 350W 127V T-TO"
425,2022-04-04,1,"BAN P INOX 10 1/4""X4 1/2"" 350W127V 3-DER"
426,2022-04-04,1,"BAN P INOX 9 1/4""X4 1/4"" 350W127V 2/TOR"
427,2022-04-04,1,"BAN P INOX 10""X 4 1/2"" 350W127V 1-IZQ"
428,2022-04-04,1,"BAN P INOX 10""X4 1/2"" 350W127V 3-DER"
429,2022-04-05,1,REPARACION PISTOLA DE CALOR 1680W 120V
430,2022-04-05,3,"TUB RECTA 1/2""ØX800MMLON 1000W 73V T/TOR"
431,2022-04-05,4,"TUB RECTA 1/2øX800mm 950W 140V"""
432,2022-04-05,1,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC"
433,2022-04-05,4,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V"
434,2022-04-05,1,"TUB INOX 7/16""ØX35CM 1500W127V ""M"" ESP"
435,2022-04-05,2,"BC PLANA 6""LARx4 1/4""ANC 2000W 220V C/TJ"
436,2022-04-06,2,REPARACION DE TERMOPAR
437,2022-04-06,1,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
438,2022-04-06,4,"PT-100 3/16""ØX11/2"" EXT3MTS TEFLON Z-PIN"
439,2022-04-06,2,"BAN A COMUN 133MMØx11/2"" 900W 220V C/STD"
440,2022-04-06,1,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 3 MT"""
441,2022-04-07,5,"TUB INOX 5/16""x625mm 950W 220V U"
442,2022-04-07,3,"TUB INOX. 5/16 Øx625mm 850W,220V U"
443,2022-04-07,1,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
444,2022-04-07,25,"TUB INOX 1/4""ØX62"" 950W 230V"
445,2022-04-07,4,BC INOX 144MMØ X87MM 2100W 400V SIN/CAJA
446,2022-04-07,5,"PT-100 3/16""ØX1"" EXT.1MT T/PLICA CLAV-3H"
447,2022-04-07,4,CAE 12.5MMØx312.42MMLONG 90° 1200W 220V
448,2022-04-07,2,"TUB INOX 7/16""ØX26CM 1500W220V U 11/2""NP"
449,2022-04-07,1,CAS INOX 10MMØX60MM 500W 240V EXT30CM
450,2022-04-08,2,"TUB INOX 7/16""ØX155CM 5KW 440V ""U"" 2""NPT"
451,2022-04-08,1,"FAB DE TERMOPOZO 1/2""ØX768MMLOGITUD"
452,2022-04-08,1,"TUBULAR U"" 5/16"" 203MM 1500W 127V"""
453,2022-04-11,2,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
454,2022-04-11,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
455,2022-04-11,3,"TUB COBRE7/16Øx590mm ""U"" 5000W 220V C/B"""
456,2022-04-11,1,TER J 6mmØx30mm 7 MTS DE LONG.
457,2022-04-11,1,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT"""
458,2022-04-11,1,"TUB INOX 7/16""ØX47CM 9000W220V PLAC"
459,2022-04-11,2,"TUE ""J"" INOX Ø 5/16 X 33 CM 5000 W 240 V"
460,2022-04-12,2,"TER J 1/4""ØX4"" CON 1/2""-1/2""NPT BLOCK-CA"
461,2022-04-12,1,"TER J 1/4""ØX15CM CON 1/2""-1/2"" C/MARINA"
462,2022-04-12,1,"TUB INOX 7/16""Øx80.5CMS U 12KW 240V TAPO"
463,2022-04-13,1,"TUB INOX 1/2""Øx410mm J 11KW 240V PLAQUIT"
464,2022-04-13,10,"PT-100 1/4""ØX1/2"" EXT.5MT BOY-2G 3 HILOS"
465,2022-04-13,1,"TUB INOX 5/16""ØX70CM 600W 127V RECTA"
466,2022-04-13,9,TUB ALETADA Ø 1/2 X 13 1/2 2000 W 220 V
467,2022-04-13,1,"TUB INOX 5/16""ØX27CM 2100W230V ""L"" PLACA"
468,2022-04-13,6,"TUB INOX 5/16""ØX248MM CLIP 2400W 220V"
469,2022-04-13,1,"TER J 1/4""ØX5"" CON 1/2""-1/2""NPT C/MARINA"
470,2022-04-13,1,"TUB INOX 5/16""ØX177MMØ 1900W220V PAR 9O°"
471,2022-04-13,1,"TUB INOX 5/16""ØX177MMØ 1900W220V PARRILL"
472,2022-04-13,25,"TUB INOX 1/4""ØX27"" 300W 230V"
473,2022-04-18,1,REPARACION DE SECADOR 460W 120V
474,2022-04-19,1,REPARACION BANDA S/BLINDAJE 1068W 120V
475,2022-04-19,3,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V"
476,2022-04-19,4,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
477,2022-04-19,4,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
478,2022-04-19,1,"RC 1/2""ØX40CM 650W127V T/TORNILLO"
479,2022-04-20,1,"TUB INOX 1/2""ØX670MM 22.5W480V BRIDA 6"""
480,2022-04-20,2,"PT-100 5/16""ØX40CM CON1/2""NPT EXT10M PLI"
481,2022-04-21,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
482,2022-04-21,1,"TUB INOX 7/16""ØX307MMX50MM 800W220V BUSH"
483,2022-04-21,2,BN INOX 46MMØX122MM 600W220V EXT30CM ALL
484,2022-04-21,5,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT"
485,2022-04-21,2,"CAE INOX 3/4""ØX39CM 1800W240V 30CM CON1"""
486,2022-04-21,6,"TEA K OJILLOX3MTS CON 1/2""-1/2""NPT"
487,2022-04-21,1,BC PLANA 132MMX280MM 2000W240V OCTAGO-TJ
488,2022-04-21,3,"TUB ""U""7/16""ØX835mm EN BRIDA3""18KW440V."
489,2022-04-21,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
490,2022-04-22,3,CAM INOX 10MMØX50MM 250W 240V EXT30CM
491,2022-04-22,2,CAM INOX 10MMØX50MM 300W 240V EXT30CM
492,2022-04-22,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT
493,2022-04-22,1,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT"""
494,2022-04-22,1,BAN M/LUNA 208MMØX257MM 1350W127V EXT30
495,2022-04-22,1,"TER J 1/4""Ø x3 1/2"" LONG EXT.1MT ZAP/ESP"
496,2022-04-22,3,"TER J 1/4""Ø x3 1/2"" LONG EXT.1MT ZAP/ESP"
497,2022-04-25,10,"TUB. INOX. 5/16 Øx615mm. 2000W 440V ""U"""""
498,2022-04-25,1,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
499,2022-04-25,20,"TUB INOX 1/4""ØX90"" 1350W 230V"
500,2022-04-25,1,"CAS INOX 1/4""ØX2 1/2"" 200W 127V EXT30CM"
501,2022-04-25,2,"PT-100 3/16""ØX4"" CON1/2""-1/2"" NPT EXT5MT"
502,2022-04-25,3,"TUB INOX ALETADA 1/2""Øx30CMS 1000W 480V"
503,2022-04-25,18,"TUB INCOLOY 7/16""ØX305CM 2300W380V ESPEC"
504,2022-04-26,6,"TUB INOX 5/16""ØX248MM CLIP 2400W 220V"
505,2022-04-26,10,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
506,2022-04-26,4,BOB 8020 CAL.22 2.8MMØX2.3MTS 1800W 240V
507,2022-04-26,2,"CAE INOX 3/4""ØX39CM 1800W240V 30CM CON1"""
508,2022-04-26,2,"TUB INOX 5/16""ØX240MM 1000W 120V BUS5/8"
509,2022-04-26,1,"TUB INOX 7/16""ØX150MM 600W120V M PLAQ"
510,2022-04-26,1,"TUB INOX 1/4""ØX50CM 500W127V RECTA T/BAN"
511,2022-04-26,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
512,2022-04-27,2,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V"
513,2022-04-27,1,FAB RESISTENCIAS 11520W 480V EN BASE GAL
514,2022-04-27,2,"TUB INOX 1/2""ØX147CM 35KW480V 2 1/2"" NPT"
515,2022-04-27,5,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT"""
516,2022-04-27,1,"TUB INOX. 5/16""Øx320mm 750W, 120V. U"
517,2022-04-27,1,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR"
518,2022-04-27,3,TIRA ALETADA 38MMX760MM 1960W230V T/TOR
519,2022-04-27,5,"TUB INOX 3/8""ØX395MM CIR/ALETA 8500W230V"
520,2022-04-28,2,"TUB INOX 1/2""ØX246MM 3000W480V ""M"" BUSH"
521,2022-04-28,1,"TUB INOX 7/16""ØX40.5CM 15KW240V PLA/ESP"
522,2022-04-28,5,PT-100 6MMØX30MM EXT3MT BAY-2G RES/MALLA
523,2022-04-28,2,"P.CUARZO 19""LARGOx10"" ANCHO 5KW 480V"
524,2022-04-29,1,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
525,2022-04-29,1,BAN P INOX 258MMX385MM 3000W220V EXT3MT
526,2022-04-29,1,"TUB INOX 3/8""ØX35CM 3200W240V J TAP11/2"""
527,2022-04-29,1,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
528,2022-04-29,2,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
529,2022-04-29,12,"CAE INOX 5/8""ØX73CM 2400W 240V RON/EXT1M"
530,2022-04-29,2,"TUB INOX7 /16x115CMS CLIP15KW220V PLACA"""
531,2022-04-29,7,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz"
532,2022-04-29,4,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz"""
533,2022-04-29,35,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V"""
534,2022-04-29,10,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz"""
535,2022-04-29,1,"TUB INOX 1/2""ØX20""Ø 7000W240V ESPIRAL/BU"
536,2022-05-02,10,"CAS INOX 3/8""ØX1 1/2"" 80W 127V EXT.30CM"
537,2022-05-02,2,BB INOX 40MMØX80MM 400W 240V EXT.30CM
538,2022-05-03,2,"TER T 3/16""ØX1 1/2"" EXT 1M TEFON/MALLA"
539,2022-05-03,6,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT"""
540,2022-05-03,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8"""
541,2022-05-03,1,BOBINA 8020 44MMX180MM 150W220V AIS/CERA
542,2022-05-04,2,ELEMENTO K CAL.8X131.6MM CERAM/BLOCK CER
543,2022-05-04,5,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
544,2022-05-04,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
545,2022-05-04,1,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC"
546,2022-05-04,17,"TUB INOX 1/4""ØX90"" 1350W 230V"
547,2022-05-04,4,"TUB U"" 7/16 Ø X50 CM 10 KW 440 V DELTA"""
548,2022-05-04,4,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP"
549,2022-05-04,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
550,2022-05-05,6,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT"
551,2022-05-05,2,BAN A/COMUN 165MMØX60MM 800W 254/440V
552,2022-05-05,10,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT"""
553,2022-05-05,1,"TUB INOX 3/8""ØX235MM 3300W 230V CLIP/PLA"
554,2022-05-05,1,BAN P COMUN 45MMX390MM 1200W240V B/CERAM
555,2022-05-05,1,REPARACION TERMINALES BANDA 1500W 220V
556,2022-05-05,1,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT"""
557,2022-05-06,1,"RC 1/2""ØX38.5CM 600W 120V T/TORNILLO CER"
558,2022-05-06,2,FABRICACION DE CRISOL 500W 127V 50-60HZ
559,2022-05-06,2,"TUB INOX 1/2""ØX25CM 1500W 127V ""M"" C/BUS"
560,2022-05-06,15,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT"""
561,2022-05-09,1,REPARACION PORTA MATRAZ 1035W 115V
562,2022-05-09,4,BOBINA 8020 44MMX180MM 150W220V AIS/CERA
563,2022-05-09,1,REPARACIÓN DE SELLADORA 30CM 146W 120V
564,2022-05-09,1,"TUB INOX 7/16""ØX268MM 4KW270V 4 CLIP/PLA"
565,2022-05-09,20,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT"
566,2022-05-09,6,"RC 1/2""Ø X 34"" LONG 1000W 12OV TE/GANCHO"
567,2022-05-09,1,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
568,2022-05-09,5,"FAB  DE TERMOPOZO 1/4""ØX22CM EN PLACA"
569,2022-05-10,1,"TEA K 1/2""ØX18""X24"" ESCUADRA BLOCK/CMARI"
570,2022-05-10,5,PT-100 6MMØX30MM EXT3MT BAY-2G RES/MALLA
571,2022-05-10,5,TEA J 6MMØX30MM EXT.2MT RESOR/BOY2G/CLAV
572,2022-05-11,1,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
573,2022-05-11,1,"CAS INOX 1/2""ØX2"" 400W 240V EXT.1MT"
574,2022-05-11,1,"TUB INOX 1/2""ØX65.8CM 4500W260V M C/TJ"
575,2022-05-11,6,"TEA K OJILLOX3MTS CON 1/2""-1/2""NPT"
576,2022-05-11,5,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
577,2022-05-11,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
578,2022-05-11,10,"TER J 3/16""ØX45MM LONG EXT.1MTLONG MALLA"
579,2022-05-11,5,"TER K 3/16""ØX1"" EXT.7MTS MALLA  Z/ESPADA"
580,2022-05-12,2,BC PLANA 132MMX280MM 2000W240V OCTAGO-TJ
581,2022-05-12,2,BB INOX 40MMØX51MM 300W 240V EXT.30CM
582,2022-05-12,1,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC"
583,2022-05-12,4,"CAE 9.4MMØx2""LONG ESC90°150W 220V Ext22"""
584,2022-05-12,1,REPARACION DE HORNO 7000W 220V
585,2022-05-12,1,"TUB INOX 7/16""ØX30CM 300W127V RECTA/CERA"
586,2022-05-13,1,BAN P A/COMUN 185MMX245MM 1200W440V T/TO
587,2022-05-13,2,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY"
588,2022-05-13,1,REPARACION EQUIPO COCINA 5000W 22OV
589,2022-05-13,2,"CAS INOX 5/8""ØX7"" 500W220V EXT.1MT MALLA"
590,2022-05-13,2,"TER J OJILLO 3/16""Ø EXT1.5MTS MALLA/RESO"
591,2022-05-17,1,"TIRA P INOX 8 7/8""ØX11/2"" 1950W240V ALET"
592,2022-05-17,1,"TIRA P INOX 12 1/2""ØX11/2"" 3100W240V ALE"
593,2022-05-17,1,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
594,2022-05-17,1,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316"""
595,2022-05-17,1,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316"""
596,2022-05-17,2,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316"""
597,2022-05-17,2,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316"""
598,2022-05-18,3,"TUB INOX 1/2""Øx90CMS U 25KW 440V TAPON 2"
599,2022-05-18,1,REAPARACION DE HORNO 1800W 120V
600,2022-05-19,1,"TUB INOX 5/16""ØX15CMØ 1200W127V PARR/90°"
601,2022-05-19,4,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
602,2022-05-19,1,"TUB INOX 1/4""ØX455MM 1560W127V M ES/PLAC"
603,2022-05-19,2,"TER J OJILLO 3/16""Ø EXT 5MT MALLA ZAP"
604,2022-05-19,2,"TER J OJILLO 3/16""Ø EXT 10MT MALLA ZAP"
605,2022-05-19,2,PT-100 6MMØX110MM EXT15MTS TEFLON/ZAP
606,2022-05-20,8,"PT-100 DE Ø 3/16 X4"" DE LONG. 80 CM"
607,2022-05-20,5,"TUB INOX 7/16""Øx500mm U 3000W 220V BU5/8"
608,2022-05-20,8,"TUB INOX 5/16""ØX142MM ""J"" 1000W120V SAND"
609,2022-05-20,2,"PT-100 3/16""ØX11/2"" EXT3MTS TEFLON Z-PIN"
610,2022-05-23,3,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
611,2022-05-23,1,REPARACION HORNO 1500W 120V
612,2022-05-23,4,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz"""
613,2022-05-23,1,"TUB INOX 3/8""ØX186.5CM ""U"" 3000W220V CAP"
614,2022-05-23,6,"TUB INOX 7/16""ØX498MM 3000W220V M ESP/PL"
615,2022-05-24,60,CAS INOX 18.5MMØX205MM 950W 440V EXT30CM
616,2022-05-25,1,"TUB INOX 3/8""ØX775MM 850W 120V RECTA TOR"
617,2022-05-25,20,"TER J 1/8""Øx115mm LONG EXT. DE 1220mm CL"
618,2022-05-25,1,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
619,2022-05-26,15,CARTUCHO Ø 8 MM X340 MM 500W 220 V
620,2022-05-26,8,CARTUCHO Ø8MM X 260MM 500W 220V
621,2022-05-26,6,CARTUCHO Ø 10 MM X 460 MM 500W 220V
622,2022-05-26,1,FABRICACION TUB  J INOX 2000W 127V C/TE
623,2022-05-26,10,"CART INOX 1/2""Øx16CMS 700W 120V CABLE 50"
624,2022-05-26,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
625,2022-05-26,28,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT
626,2022-05-26,1,"TEA J 3/16""ØX12"" CONEC-5/16""ØX1"" EXT1MT"
627,2022-05-27,2,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8"""
628,2022-05-27,2,"TUB INOX 5/16""ØX30CM 800W 240V U DOB90°"
629,2022-05-27,3,"TUB INOX 5/16""ØX30CM 800W 240V U DOB90°"
630,2022-05-27,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT
631,2022-05-27,2,"CAS INOX 5/8""ØX3 1/2"" 300W 127V EXT30CM"
632,2022-05-30,3,"TUBULAR U"" 5/16"" 203MM 1500W 127V"""
633,2022-05-31,2,BAN P INOX 80MMØX255MM 450W 220V T/TOR
634,2022-05-31,2,"CART INOX 1/2""Øx3"" 250W 230V CABLE STD"
635,2022-05-31,6,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L"
636,2022-05-31,4,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V"
637,2022-05-31,2,CAS 12MMØX312MM 300W110V ESCUAD EXT102CM
