,FECHA_DOC,CANT,DESCR
1280,2022-11-15,2,BAN P 38MMX105CM 1000W 240V T/TOR C/TK
1281,2022-11-15,5,"TUBULAR U"" 5/16"" 203MM 1500W 127V"""
1282,2022-11-15,5,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT"
1283,2022-11-15,1,"TUB INOX 1/4""ØX260CM 500W 240V RECTA TOR"
1284,2022-11-15,1,"TUB INOX 1/4""ØX235CM 500W 240V RECTA TOR"
1285,2022-11-15,1,"TUB INOX 1/4""ØX225CM 500W 240V RECTA TOR"
1286,2022-11-15,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
1287,2022-11-15,1,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT"""
1288,2022-11-15,1,PLACAS DE FIBRA CERAMICA BARRENADAS
1289,2022-11-15,2,"TER K 1/4""Øx79CM DOBLEZ 90° C.STD MAC/HE"
1290,2022-11-16,2,REPARACION DE BOBINA 1800W 240V
1291,2022-11-16,6,"TUB INOX 7/16""ØX34CM 3200W 220V ""M"" BUSH"
1292,2022-11-16,6,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS
1293,2022-11-16,3,"TUB INOX 5/16""Øx132MM 1000W 230V ESP/CAB"
1294,2022-11-16,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT
1295,2022-11-16,10,"CAS 1/2""ØX17"" 1800W 480V EXT.15CM"
1296,2022-11-16,1,REPARACION DE BATIDOR 16.6KW 440V
1297,2022-11-17,1,"TUB INOX 1/4""ØX28CM 15KW 240V CLIP BUS/P"
1298,2022-11-17,1,"TER J 3/16""Øx1 1/2"" EXT 15 MTS."
1299,2022-11-17,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT
1300,2022-11-17,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT
1301,2022-11-17,1,"TUB INOX 7/16""ØX44.5CM 3000W127V ""U"" BUS"
1302,2022-11-18,3,"TUB INOX.5/16""Øx473mm U 2500W 220V TAPO"
1303,2022-11-18,3,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS"
1304,2022-11-18,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT
1305,2022-11-18,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
1306,2022-11-18,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
1307,2022-11-18,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
1308,2022-11-18,5,"TER J 3/16""ØX223MM EXT1MT DOBLEZ A  90°"
1309,2022-11-18,5,"TER J 3/16""ØX120MM EXT1MT DOBLEZ A  90°"
1310,2022-11-22,10,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
1311,2022-11-22,2,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
1312,2022-11-22,8,"CBS 5/16""ØX21.1/4"" LON 500W,230V EXT1.5M"
1313,2022-11-23,1,"TUB INOX. 7/16""Øx700mm U 10KW 440V U TAP"
1314,2022-11-23,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT
1315,2022-11-23,2,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT
1316,2022-11-23,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT
1317,2022-11-23,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT
1318,2022-11-23,4,"TUB INOX 5/16""ØX2 1/2""Ø 350W 260V EXT 1M"
1319,2022-11-24,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
1320,2022-11-24,5,"TE ""K"" TIPO LANZA 1/2""Ø X 1331MMC/PLICA"
1321,2022-11-24,1,BAN INOX 87MMØX35MM 500W 240V C/ALLEN
1322,2022-11-24,1,REAPARCION DE SELLADORA
1323,2022-11-24,1,"TUB INOX 5/16""ØX295MM 12KW 240V CLIP/PLA"
1324,2022-11-24,2,"TUB INOX 5/16""ØX130MMØ 400W127V CIRCULAR"
1325,2022-11-24,8,"PT-100 1/4""ØX1/2"" EXT.5MT BOY-2G 3 HILOS"
1326,2022-11-24,4,"PT-100 5/16""ØX45CM EXT 10MT MALLA/RESO"
1327,2022-11-25,20,"CBS 90° 3/4""Øx39.9/16 2600W400V EXT. 55"""
1328,2022-11-25,6,BP S/BLINDA 300MMX698MM 2500W 230V 18BA
1329,2022-11-25,6,BP S/BLINDA 300MMX698MM 2000W 230V 18BA
1330,2022-11-25,10,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
1331,2022-11-25,2,BB INOX 34MMØX40MM 100W 127V STD C/TJ
1332,2022-11-25,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V"""
1333,2022-11-25,1,"TUB INOX. 5/16"" Øx2085mm ESP 1900W 230V"
1334,2022-11-25,1,CBS INOX 14MMØX89CM 2000W240V EXT30CM
1335,2022-11-28,1,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY"
1336,2022-11-28,1,CAM INOX 16MMØX165MM 1000W 240V EXT30CM
1337,2022-11-28,1,CAM INOX 16MMØX160MM 900W 240V EXT.30CM
1338,2022-11-29,6,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT"
1339,2022-11-30,6,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS
1340,2022-11-30,1,"TUB INOX1/4""Øx230mm U 4050W 220V PLAQUIT"
1341,2022-11-30,2,"TUB INOX 7/16""ØX50CM 4500W440V ""U"" 2""NPT"
1342,2022-11-30,9,"TUB INOX 7/16""ØX63CM 2250W 440V ALETA/BU"
1343,2022-11-30,1,"BAN INOX 7""ØX3"" 2200W 220V CLAV/ALLEN"
1344,2022-11-30,1,BB INOX 38MMØX76MM 300W 120V C/TJ
1345,2022-11-30,8,"CART INOX 1/2"" Øx4"" 500W 120V CABLE 25CM"
1346,2022-11-30,4,"CAS INOX 1/2""ØX41/2"" 500W127V ESCUADRA"
1347,2022-11-30,8,"CAS INOX 1/2""ØX1 1/2"" 250W 127V EXT.30CM"
1348,2022-11-30,1,"TUB INOX 5/16""Øx695mm ESP 650W 120V"
1349,2022-11-30,10,ABRAZADERA INOX PARA AJUSTE 2 pz c/u
1350,2022-12-05,6,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L"
1351,2022-12-05,9,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L"
1352,2022-12-05,1,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V"
1353,2022-12-05,3,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
1354,2022-12-05,6,"TEA J 1/4""ØX70CM EXT50CM TORM8/LOCO CLAV"
1355,2022-12-05,1,REPARACION DE HORNO 1500W 127V
1356,2022-12-05,1,"TUB INOX1/4""Øx230mm U 4050W 220V PLAQUIT"
1357,2022-12-06,1,"CAS INOX 1/2""ØX13CM 250W 220V CON-1/2"""
1358,2022-12-06,1,"TUB INOX 5/16""ØX172MM 1650W120V CIRCULAR"
1359,2022-12-06,2,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
1360,2022-12-07,1,BO ABIERTA ALAMBRE CAL. 6 40 KW 440 V
1361,2022-12-07,25,CBS INOX 20MMØX68CM 1200W 254V EXT.25CM
1362,2022-12-07,10,ABRAZADERA INOX PARA AJUSTE 2 pz c/u
1363,2022-12-08,4,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
1364,2022-12-08,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
1365,2022-12-08,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V"""
1366,2022-12-08,10,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT"
1367,2022-12-08,3,"TUB INOX 7/16""ØX280CM 2000W 240V RECTA"
1368,2022-12-08,10,"TEA K 5/8""ØX30CMX51CM C/MARINA 90° ""L"""
1369,2022-12-09,4,"TUB INOX 1/4""Øx280mm 200W 120V RECTA ZAP"
1370,2022-12-09,2,"TUB INOX 7/16""ØX26CM 2700W 240V ""M"" BUSH"
1371,2022-12-09,2,"TUB INOX 5/16""Øx930mm 1000W 127V CAPUCHO"
1372,2022-12-09,1,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
1373,2022-12-09,3,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
1374,2022-12-09,1,"TUB INOX 7/16""ØX42CM 6000W 240V ""U"" PLAC"
1375,2022-12-13,1,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY"
1376,2022-12-13,4,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ"
1377,2022-12-13,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8"""
1378,2022-12-13,3,"TUB INOX 3/8""ØX400MM 1800W230V ""M"" ALE/B"
1379,2022-12-13,6,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT
1380,2022-12-13,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT
1381,2022-12-13,4,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT
1382,2022-12-13,1,"CBS 5/8""ØX330MM 1000W 240V CON1/2"" NPT"
1383,2022-12-14,1,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC"
1384,2022-12-14,2,"TUB INOX 1/4""ØX178MM 750W 110V ESP/CABLE"
1385,2022-12-14,4,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
1386,2022-12-15,6,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz"""
1387,2022-12-15,5,FAB. DE BASTIDOR 8020 2700W 240V 28X24X5
1388,2022-12-15,2,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz"
1389,2022-12-15,1,TUBULAR 11mmØx450mm 4500W 480V 6pz
1390,2022-12-15,5,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz"""
1391,2022-12-16,12,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS
1392,2022-12-16,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
1393,2022-12-19,1,"TUB INOX 7/16""ØX105CM 24KW 480V 3PZ"
1394,2022-12-20,6,"TUB INOX 1/2""ØX1015MM 5KW 240V ""U"" ALETA"
1395,2022-12-20,2,"TUBULAR U"" 5/16"" 203MM 1500W 127V"""
1396,2022-12-20,3,"PT-100 3/8""ØX3CM EXT30CM TEFLON 3HILOS"
1397,2022-12-20,26,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT
1398,2022-12-20,10,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT
1399,2022-12-20,5,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX"
1400,2022-12-20,5,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX"
1401,2022-12-21,10,"CAS 5/8""ØX14"" 240V 2000W EXT1MT"
1402,2022-12-21,1,"TUB INOX 5/16""ØX250MM 2000W 240V ""M"" BUS"
1403,2022-12-22,16,"CBS INOX 5/8""ØX66CM 800W 480V EXT30CM"
1404,2022-12-22,2,TUBULAR 11mmØx450mm 4500W 480V 6pz
1405,2022-12-22,10,CARTUCHO ESC.Ø 8MM X 325 MM 500W 220V
1406,2022-12-22,4,"CAR INOX 3/8""Øx8"" 900W, 240V CABLE 30CMS"
1407,2022-12-22,1,REPARACION DE PLANCHA DE CARTUCHOS 220V
1408,2022-12-22,1,REPARACION DE MAQUINA
1409,2022-12-22,6,"TUB INOX 1/2""ØX40CM 4000W 220V ""M"" BUSH"
1410,2022-12-22,2,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8"""
1411,2022-12-22,1,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
1412,2022-12-23,1,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6"""
1413,2022-12-23,5,FAB  BOBINA DSD1 6 COLOCAR B/NUEVA 488V
1414,2022-12-23,3,"TIRA INOX 38MMX6"" 150W 127V T/TIPO H"
1415,2022-12-23,6,BAN P INOX 1800x25mm 2800W 440V. CABLE
1416,2022-12-23,3,"TER J 3/16""ØX1/2"" EXT3MT MALLA INOX  Z/E"
1417,2022-12-23,2,BL INOX 60mmØx50mm 400W 120/240V EXT30CM
1418,2022-12-23,2,BAN INOX 146MMØX40MM 500W230V CINT/ALLEN
1419,2022-12-23,2,"BAN INOX 9""ØX3"" ANCH 1700W 230V T/CABLE"
1420,2022-12-23,2,PT-100 7.5MMØX95MM EXT.48CM 3H C/MACHO
1421,2022-12-23,6,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM"
1422,2022-12-23,6,"CAS INOX 1/2""ØX4"" 500W 127V EXT30CM"
1423,2022-12-23,3,"TUB INOX 5/16""ØX300MM 5300W 220V ""M"" ESP"
1424,2022-12-23,1,"TUB INOX 1/2""ØX500MM 10KW 220V 2 1/2""NPT"
1425,2022-12-23,10,FAB  BOBINA DSD1 6 COLOCAR B/NUEVA 488V
